index,date,account_name,amount,message,vs,name
46,2024-04-04,,-500.0,"B1772128937-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;03.04.2024 21:58:57 ;CashBack:0 EUR",,Peter Pellegrini
47,2024-04-04,,-500.0,"B1772128451-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;03.04.2024 18:33:32 ;CashBack:0 EUR",,Peter Pellegrini
48,2024-04-04,,-900.0,"B1772126830-44544 12** **** 5031;FACEBK M7EEDZTA42 ,fb.me/ads ,IE ;03.04.2024 11:21:49 ;CashBack:0 EUR",,Peter Pellegrini
49,2024-04-04,,-500.0,"B1772121816-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;03.04.2024 15:27:17 ;CashBack:0 EUR",,Peter Pellegrini
50,2024-04-04,,-500.0,"B1772103853-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;03.04.2024 09:24:04 ;CashBack:0 EUR",,Peter Pellegrini
51,2024-04-04,,-500.0,"B1772072029-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;03.04.2024 12:24:12 ;CashBack:0 EUR",,Peter Pellegrini
52,2024-04-03,,-500.0,"B1771346798-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;02.04.2024 19:18:35 ;CashBack:0 EUR",,Peter Pellegrini
53,2024-04-03,,-500.0,"B1771355588-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;02.04.2024 08:18:33 ;CashBack:0 EUR",,Peter Pellegrini
54,2024-04-03,,-500.0,"B1771355399-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;02.04.2024 14:18:31 ;CashBack:0 EUR",,Peter Pellegrini
55,2024-04-03,,-500.0,"B1771347863-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;02.04.2024 21:18:05 ;CashBack:0 EUR",,Peter Pellegrini
56,2024-04-03,,-500.0,"B1771367549-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;02.04.2024 10:48:31 ;CashBack:0 EUR",,Peter Pellegrini
57,2024-04-03,,-900.0,"B1771962745-44544 12** **** 5031;FACEBK FH8SXXPB42 ,fb.me/ads ,IE ;03.04.2024 04:35:59 ;CashBack:0 EUR",,Peter Pellegrini
58,2024-04-03,,-900.0,"B1771392664-44544 12** **** 5031;FACEBK EUHN8ZKB42 ,fb.me/ads ,IE ;02.04.2024 18:22:47 ;CashBack:0 EUR",,Peter Pellegrini
59,2024-04-03,,-900.0,"B1771376787-44544 12** **** 5031;FACEBK GFXMKYFB42 ,fb.me/ads ,IE ;02.04.2024 07:14:04 ;CashBack:0 EUR",,Peter Pellegrini
60,2024-04-02,,-900.0,"B1771147179-44544 12** **** 5031;FACEBK ZFFNQ3CB42 ,fb.me/ads ,IE ;01.04.2024 19:52:41 ;CashBack:0 EUR",,Peter Pellegrini
61,2024-04-02,,-900.0,"B1771129172-44544 12** **** 5031;FACEBK NA347ZKB42 ,fb.me/ads ,IE ;01.04.2024 11:39:03 ;CashBack:0 EUR",,Peter Pellegrini
62,2024-04-02,,-500.0,"B1771125630-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.04.2024 20:50:36 ;CashBack:0 EUR",,Peter Pellegrini
63,2024-04-02,,-500.0,"B1771117211-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.04.2024 19:46:41 ;CashBack:0 EUR",,Peter Pellegrini
64,2024-04-02,,-500.0,"B1771115076-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.04.2024 17:55:48 ;CashBack:0 EUR",,Peter Pellegrini
65,2024-04-02,,-500.0,"B1771076592-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.04.2024 16:48:40 ;CashBack:0 EUR",,Peter Pellegrini
66,2024-04-02,,-1500.0,"B1771073862-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;01.04.2024 15:05:30 ;CashBack:0 EUR",,Peter Pellegrini
67,2024-04-01,,-500.0,"B1770843684-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;31.03.2024 12:56:07 ;CashBack:0 EUR",,Peter Pellegrini
68,2024-04-01,,-500.0,"B1770832484-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;31.03.2024 18:57:16 ;CashBack:0 EUR",,Peter Pellegrini
69,2024-04-01,,-900.0,"B1770829697-44544 12** **** 5031;FACEBK H8W36ZKB42 ,fb.me/ads ,IE ;31.03.2024 15:47:24 ;CashBack:0 EUR",,Peter Pellegrini
70,2024-04-01,,-500.0,"B1770857693-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;31.03.2024 10:26:30 ;CashBack:0 EUR",,Peter Pellegrini
71,2024-04-01,,-900.0,"B1770883437-44544 12** **** 5031;FACEBK D9PLP3CB42 ,fb.me/ads ,IE ;31.03.2024 22:49:59 ;CashBack:0 EUR",,Peter Pellegrini
72,2024-04-01,,-500.0,"B1770871045-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;31.03.2024 15:56:12 ;CashBack:0 EUR",,Peter Pellegrini
73,2024-03-31,,-500.0,"B1770083483-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;30.03.2024 08:52:06 ;CashBack:0 EUR",,Peter Pellegrini
74,2024-03-31,,-8.0,"Vedenie Platobnej karty embosovanej,2316,5,Karta č. 4544 12** **** 5031Poplatok za Platobnú kartu",,Peter Pellegrini
75,2024-03-31,,-900.0,"B1770073475-44544 12** **** 5031;FACEBK N4VF6Y7B42 ,fb.me/ads ,IE ;30.03.2024 08:01:31 ;CashBack:0 EUR",,Peter Pellegrini
76,2024-03-31,,-500.0,"B1770082624-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;30.03.2024 14:52:00 ;CashBack:0 EUR",,Peter Pellegrini
77,2024-03-31,,-500.0,"B1770086313-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;30.03.2024 17:22:13 ;CashBack:0 EUR",,Peter Pellegrini
78,2024-03-31,,-500.0,"B1770118159-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;30.03.2024 12:23:09 ;CashBack:0 EUR",,Peter Pellegrini
79,2024-03-31,,-500.0,"B1770126217-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;30.03.2024 20:51:15 ;CashBack:0 EUR",,Peter Pellegrini
80,2024-03-31,,-900.0,"B1770547467-44544 12** **** 5031;FACEBK NEDT9Y3B42 ,fb.me/ads ,IE ;31.03.2024 03:22:00 ;CashBack:0 EUR",,Peter Pellegrini
81,2024-03-31,,-5.0,Zverejňovanie účtu,,Peter Pellegrini
82,2024-03-30,,-500.0,"B1768664323-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;28.03.2024 10:36:40 ;CashBack:0 EUR",,Peter Pellegrini
83,2024-03-30,,-900.0,"B1768682499-44544 12** **** 5031;FACEBK AG4HK3CB42 ,fb.me/ads ,IE ;28.03.2024 14:25:46 ;CashBack:0 EUR",,Peter Pellegrini
84,2024-03-30,,-500.0,"B1768678966-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;28.03.2024 07:35:36 ;CashBack:0 EUR",,Peter Pellegrini
85,2024-03-30,,-500.0,"B1768684675-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;28.03.2024 13:38:16 ;CashBack:0 EUR",,Peter Pellegrini
86,2024-03-30,,-500.0,"B1768802653-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;28.03.2024 16:38:15 ;CashBack:0 EUR",,Peter Pellegrini
87,2024-03-30,,-500.0,"B1768729359-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;28.03.2024 19:38:15 ;CashBack:0 EUR",,Peter Pellegrini
88,2024-03-30,,-500.0,"B1769737156-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;29.03.2024 08:07:49 ;CashBack:0 EUR",,Peter Pellegrini
89,2024-03-30,,-900.0,"B1769420354-44544 12** **** 5031;FACEBK TRKAEYFB42 ,fb.me/ads ,IE ;29.03.2024 00:05:31 ;CashBack:0 EUR",,Peter Pellegrini
90,2024-03-30,,-500.0,"B1769733707-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;29.03.2024 17:11:47 ;CashBack:0 EUR",,Peter Pellegrini
91,2024-03-30,,-500.0,"B1769738468-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;29.03.2024 14:11:41 ;CashBack:0 EUR",,Peter Pellegrini
92,2024-03-30,,-500.0,"B1769745105-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;29.03.2024 20:11:33 ;CashBack:0 EUR",,Peter Pellegrini
93,2024-03-30,,-900.0,"B1769757833-44544 12** **** 5031;FACEBK EKE9SXPB42 ,fb.me/ads ,IE ;29.03.2024 15:46:57 ;CashBack:0 EUR",,Peter Pellegrini
94,2024-03-30,,-500.0,"B1769825121-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;29.03.2024 11:37:42 ;CashBack:0 EUR",,Peter Pellegrini
95,2024-03-28,,-900.0,"B1767859123-44544 12** **** 5031;FACEBK JVKY5Y3B42 ,fb.me/ads ,IE ;27.03.2024 21:07:40 ;CashBack:0 EUR",,Peter Pellegrini
96,2024-03-28,,-500.0,"B1767848577-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.03.2024 18:27:53 ;CashBack:0 EUR",,Peter Pellegrini
97,2024-03-28,,-500.0,"B1767780301-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.03.2024 13:28:48 ;CashBack:0 EUR",,Peter Pellegrini
98,2024-03-28,,-500.0,"B1767729333-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.03.2024 08:28:49 ;CashBack:0 EUR",,Peter Pellegrini
99,2024-03-28,,-500.0,"B1767719498-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.03.2024 09:57:34 ;CashBack:0 EUR",,Peter Pellegrini
100,2024-03-28,,-500.0,"B1767713620-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;27.03.2024 11:27:44 ;CashBack:0 EUR",,Peter Pellegrini
101,2024-03-27,,-500.0,"B1766960474-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;26.03.2024 20:57:31 ;CashBack:0 EUR",,Peter Pellegrini
102,2024-03-27,,-500.0,"B1766972109-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;26.03.2024 22:27:22 ;CashBack:0 EUR",,Peter Pellegrini
103,2024-03-27,,-900.0,"B1766964704-44544 12** **** 5031;FACEBK 6X8XNXPB42 ,fb.me/ads ,IE ;26.03.2024 18:02:03 ;CashBack:0 EUR",,Peter Pellegrini
104,2024-03-21,,-500.0,"B1761162641-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 11:06:43 ;CashBack:0 EUR",,Peter Pellegrini
105,2024-03-21,,-500.0,"B1761168610-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 12:36:47 ;CashBack:0 EUR",,Peter Pellegrini
106,2024-03-21,,-500.0,"B1761207559-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 07:36:50 ;CashBack:0 EUR",,Peter Pellegrini
107,2024-03-21,,-900.0,"B1761314342-44544 12** **** 5031;FACEBK 9TN64YFB42 ,fb.me/ads ,IE ;19.03.2024 19:27:39 ;CashBack:0 EUR",,Peter Pellegrini
108,2024-03-21,,-500.0,"B1761208707-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 18:36:49 ;CashBack:0 EUR",,Peter Pellegrini
109,2024-03-21,,-500.0,"B1761208750-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 19:37:00 ;CashBack:0 EUR",,Peter Pellegrini
110,2024-03-21,,-900.0,"B1761209147-44544 12** **** 5031;FACEBK QR67UYTA42 ,fb.me/ads ,IE ;19.03.2024 10:30:17 ;CashBack:0 EUR",,Peter Pellegrini
111,2024-03-21,,-500.0,"B1761224411-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 14:07:11 ;CashBack:0 EUR",,Peter Pellegrini
112,2024-03-21,,-500.0,"B1761233651-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 17:07:06 ;CashBack:0 EUR",,Peter Pellegrini
113,2024-03-21,,-500.0,"B1761244384-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 15:36:40 ;CashBack:0 EUR",,Peter Pellegrini
114,2024-03-21,,-500.0,"B1761316560-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 21:07:00 ;CashBack:0 EUR",,Peter Pellegrini
115,2024-03-21,,-500.0,"B1761316723-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;19.03.2024 22:39:38 ;CashBack:0 EUR",,Peter Pellegrini
116,2024-03-21,,-500.0,"B1762169667-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 11:08:52 ;CashBack:0 EUR",,Peter Pellegrini
117,2024-03-21,,-900.0,"B1761982778-44544 12** **** 5031;FACEBK UE3UUYTA42 ,fb.me/ads ,IE ;20.03.2024 00:31:16 ;CashBack:0 EUR",,Peter Pellegrini
118,2024-03-21,,-500.0,"B1762105340-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 17:15:56 ;CashBack:0 EUR",,Peter Pellegrini
119,2024-03-21,,-900.0,"B1762189526-44544 12** **** 5031;FACEBK RKSUA3CB42 ,fb.me/ads ,IE ;20.03.2024 20:31:57 ;CashBack:0 EUR",,Peter Pellegrini
120,2024-03-21,,-500.0,"B1762175577-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 21:14:02 ;CashBack:0 EUR",,Peter Pellegrini
121,2024-03-21,,-500.0,"B1762174614-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 15:45:59 ;CashBack:0 EUR",,Peter Pellegrini
122,2024-03-21,,-900.0,"B1762105591-44544 12** **** 5031;FACEBK 39FGQYTB42 ,fb.me/ads ,IE ;20.03.2024 17:07:16 ;CashBack:0 EUR",,Peter Pellegrini
123,2024-03-21,,-500.0,"B1762032734-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 12:40:00 ;CashBack:0 EUR",,Peter Pellegrini
124,2024-03-21,,-500.0,"B1762084802-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 14:09:15 ;CashBack:0 EUR",,Peter Pellegrini
125,2024-03-21,,-500.0,"B1762042215-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 18:45:54 ;CashBack:0 EUR",,Peter Pellegrini
126,2024-03-21,,-900.0,"B1762034973-44544 12** **** 5031;FACEBK 578U4YFB42 ,fb.me/ads ,IE ;20.03.2024 11:12:07 ;CashBack:0 EUR",,Peter Pellegrini
127,2024-03-21,,-500.0,"B1762036844-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 20:15:34 ;CashBack:0 EUR",,Peter Pellegrini
128,2024-03-21,,-500.0,"B1762087089-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;20.03.2024 09:10:00 ;CashBack:0 EUR",,Peter Pellegrini
129,2024-03-19,,-500.0,"B1760687453-44544 12** **** 5031;GOOGLE*ADS9014062737 ,CC GOOGLE.COM ,IE ;18.03.2024 17:06:26 ;CashBack:0 EUR",,Peter Pellegrini
130,2024-03-19,,-900.0,"B1760381500-44544 12** **** 5031;FACEBK C8MXSXXA42 ,fb.me/ads ,IE ;18.03.2024 17:19:46 ;CashBack:0 EUR",,Peter Pellegrini
131,2024-03-19,,-500.0,"B1760355127-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;18.03.2024 08:06:19 ;CashBack:0 EUR",,Peter Pellegrini
132,2024-03-18,,-2.9,"B1759851230-44544 12** **** 5031;FACEBK 5T5QSYTA42 ,fb.me/ads ,IE ;17.03.2024 23:58:16 ;CashBack:0 EUR",,Peter Pellegrini
133,2024-03-18,,-900.0,"B1759857995-44544 12** **** 5031;FACEBK QWL92YFB42 ,fb.me/ads ,IE ;17.03.2024 23:58:00 ;CashBack:0 EUR",,Peter Pellegrini
134,2024-03-18,,-2.06,"B1759826127-44544 12** **** 5031;FACEBK HXHCSYTA42 ,fb.me/ads ,IE ;17.03.2024 15:59:58 ;CashBack:0 EUR",,Peter Pellegrini
135,2024-03-18,,-900.0,"B1759824855-44544 12** **** 5031;FACEBK LP5WZXFB42 ,fb.me/ads ,IE ;17.03.2024 15:59:43 ;CashBack:0 EUR",,Peter Pellegrini
136,2024-03-18,,-500.0,"B1759823167-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;17.03.2024 16:56:35 ;CashBack:0 EUR",,Peter Pellegrini
137,2024-03-18,,-649.21,"B1759821870-44544 12** **** 5031;FACEBK FQFULYTB42 ,fb.me/ads ,IE ;17.03.2024 06:03:51 ;CashBack:0 EUR",,Peter Pellegrini
138,2024-03-18,,-500.0,"B1759733656-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;17.03.2024 09:56:52 ;CashBack:0 EUR",,Peter Pellegrini
139,2024-03-17,,-500.0,"B1758940866-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;16.03.2024 17:48:16 ;CashBack:0 EUR",,Peter Pellegrini
140,2024-03-17,,-900.0,"B1758945419-44544 12** **** 5031;FACEBK JR78MYKB42 ,fb.me/ads ,IE ;16.03.2024 07:16:09 ;CashBack:0 EUR",,Peter Pellegrini
141,2024-03-17,,-900.0,"B1759084880-44544 12** **** 5031;FACEBK 5DLFRYTA42 ,fb.me/ads ,IE ;16.03.2024 18:32:11 ;CashBack:0 EUR",,Peter Pellegrini
142,2024-03-17,,-500.0,"B1758964705-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;16.03.2024 11:44:24 ;CashBack:0 EUR",,Peter Pellegrini
143,2024-03-16,,-500.0,"B1758022977-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;15.03.2024 14:43:38 ;CashBack:0 EUR",,Peter Pellegrini
144,2024-03-16,,-900.0,"B1758087142-44544 12** **** 5031;FACEBK SQ9ZQX3B42 ,fb.me/ads ,IE ;15.03.2024 18:36:15 ;CashBack:0 EUR",,Peter Pellegrini
145,2024-03-16,,-500.0,"B1758075888-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;15.03.2024 21:12:52 ;CashBack:0 EUR",,Peter Pellegrini
146,2024-03-15,,-899.96,"B1757859278-44544 12** **** 5031;FACEBK RLBLJYTB42 ,fb.me/ads ,IE ;15.03.2024 03:12:09 ;CashBack:0 EUR",,Peter Pellegrini
147,2024-03-15,,-500.0,"B1757064572-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;14.03.2024 19:38:28 ;CashBack:0 EUR",,Peter Pellegrini
148,2024-03-15,,-900.0,"B1757002291-44544 12** **** 5031;FACEBK FWP2PYTA42 ,fb.me/ads ,IE ;14.03.2024 14:14:00 ;CashBack:0 EUR",,Peter Pellegrini
149,2024-03-14,,-900.0,"B1756265536-44544 12** **** 5031;FACEBK DS5B33CB42 ,fb.me/ads ,IE ;13.03.2024 20:45:31 ;CashBack:0 EUR",,Peter Pellegrini
150,2024-03-14,,-500.0,"B1756083527-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;13.03.2024 10:38:11 ;CashBack:0 EUR",,Peter Pellegrini
151,2024-03-14,,-500.0,"B1756093924-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;13.03.2024 19:38:15 ;CashBack:0 EUR",,Peter Pellegrini
152,2024-03-14,Creo,-39480.0,Uhrada faktury VS:232403002 - za inzercie v printovych mediach v mesiaci februar a marec,232403002.0,Peter Pellegrini
153,2024-03-13,Creo,-1920.0,Uhrada faktury VS:232403001 za zabezpecenie projekcie videa na MDŽ,232403001.0,Peter Pellegrini
154,2024-03-13,,-900.0,"B1756010222-44544 12** **** 5031;FACEBK K6KC23CB42 ,fb.me/ads ,IE ;13.03.2024 01:13:51 ;CashBack:0 EUR",,Peter Pellegrini
155,2024-03-13,,-500.0,"B1755245239-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;12.03.2024 12:35:33 ;CashBack:0 EUR",,Peter Pellegrini
156,2024-03-12,,-900.0,"B1755162548-44544 12** **** 5031;FACEBK 5ETBJX7B42 ,fb.me/ads ,IE ;12.03.2024 00:03:28 ;CashBack:0 EUR",,Peter Pellegrini
157,2024-03-12,,-500.0,"B1754538128-44544 12** **** 5031;GOOGLE *ADS9014062737 ,cc@google.com ,IE ;11.03.2024 13:03:16 ;CashBack:0 EUR",,Peter Pellegrini
